Run,Gen,Rule,Fitness,anchoring_bias,attentional_bias,cognitive_dissonance,confirmation_bias,conformity_bias,egocentric_bias,recency_bias
0,11,( exec-homogenous (( cognitive-dissonance  ) )  ) ,0.341426674,0,0,1,0,0,0,0
0,11,( exec-two-species (( cognitive-dissonance  ) ) (( cognitive-dissonance  ) )  ) ,0.382658669,0,0,2,0,0,0,0
0,11,( exec-homogenous (( cognitive-dissonance  ) )  ) ,0.380615624,0,0,1,0,0,0,0
0,12,( exec-homogenous (( cognitive-dissonance  ) )  ) ,0.375731057,0,0,1,0,0,0,0
0,12,( exec-homogenous (( cognitive-dissonance  ) )  ) ,0.375279772,0,0,1,0,0,0,0
0,12,( exec-homogenous (( cognitive-dissonance  ) )  ) ,0.403049967,0,0,1,0,0,0,0
0,12,( exec-homogenous (( cognitive-dissonance  ) )  ) ,0.379294672,0,0,1,0,0,0,0
0,12,( exec-homogenous (( cognitive-dissonance  ) )  ) ,0.390610896,0,0,1,0,0,0,0
0,12,( exec-homogenous (( cognitive-dissonance  ) )  ) ,0.384000146,0,0,1,0,0,0,0
0,12,( exec-homogenous (( cognitive-dissonance  ) )  ) ,0.399926661,0,0,1,0,0,0,0
0,12,( exec-homogenous (( cognitive-dissonance  ) )  ) ,0.408477771,0,0,1,0,0,0,0
0,12,( exec-homogenous (( cognitive-dissonance  ) )  ) ,0.385657336,0,0,1,0,0,0,0
0,12,( exec-homogenous (( cognitive-dissonance  ) )  ) ,0.383174644,0,0,1,0,0,0,0
